Year,Date,Time,GameType,Team1,Team2,Network,Rating,Viewers,Notes
2016,,,Regular Season,Temple,UConn,ESPN2,,0.523,American
2016,,,Regular Season,Alabama,LSU,CBS,5.8,10.385,SEC
2016,,,Regular Season,Nebraska,Ohio State,ABC,2.8,4.969,Big Ten
2016,,,Regular Season,Florida,Arkansas,CBS,2.6,4.261,SEC
2016,,,Regular Season,Syracuse,Clemson,ABC,1.7,2.595,ACC
2016,,,Regular Season,Oklahoma State,Kansas State,ABC,1.7,2.595,Big 12
2016,,,Regular Season,Notre Dame,Navy,CBS,1.6,2.42,Ind.
2016,,,Regular Season,Wisconsin,Northwestern,ABC,1.6,2.397,Big Ten
2016,,,Regular Season,Maryland,Michigan,ESPN,1.5,2.32,Big Ten
2016,,,Regular Season,Vanderbilt,Auburn,ESPN,1.3,2.057,SEC
2016,,,Regular Season,Washington,California,ESPN,1.2,2.007,Pac-12
2016,,,Regular Season,College Gameday,Live from Baton Rouge,ESPN,,1.623,
2016,,,Regular Season,Oregon,USC,ESPN,0.9,1.477,Pac-12
2016,,,Regular Season,TCU,Baylor,FOX,0.9,1.365,Big 12
2016,,,Regular Season,Texas,Texas Tech,FS1,0.65,1.051,Big 12
2016,,,Regular Season,Florida State,NC State,ESPNU,,0.828,ACC
2016,,,Regular Season,Kansas,West Virginia,ESPN2,0.4,0.827,Big 12
2016,,,Regular Season,Louisville,Boston College,ESPN2,0.4,0.653,ACC
2016,,,Regular Season,Oregon State,Stanford,FS1,0.4,0.592,Pac-12
2016,,,Regular Season,Virginia Tech,Duke,ESPNU,,0.338,ACC
2016,,,Regular Season,Utah State,Wyoming,ESPN2,0.2,0.325,MWC
2016,,,Regular Season,Georgia Southern,Ole Miss,ESPNU,,0.209,Sun Belt
2016,,,Regular Season,FIU,Western Kentucky,beIN,,0.002,C-USA
2016,,,Regular Season,Virginia Tech,Pittsburgh,ESPN,1.2,1.848,ACC
2016,,,Regular Season,California,USC,ESPN,0.8,1.107,Pac-12
2016,,,Regular Season,Appalachian State,Georgia Southern,ESPNU,,0.105,Sun Belt
2016,,,Regular Season,Navy,South Florida,ESPN2,,0.556,American
2016,,,Regular Season,Air Force,Fresno State,ESPN2,,0.435,MWC
2016,,,Regular Season,Clemson,Florida State,ABC,3.2,5.38,ACC
2016,,,Regular Season,Michigan,Michigan State,ESPN,2.9,4.647,Big Ten
2016,,,Regular Season,Florida,Georgia,CBS,2.6,4.454,SEC
2016,,,Regular Season,Nebraska,Wisconsin,ESPN,2.15,3.77,Big Ten
2016,,,Regular Season,Northwestern,Ohio State,ESPN,2.2,3.657,Big Ten
2016,,,Regular Season,Baylor,Texas,ABC,2.2,3.513,Big 12
2016,,,Regular Season,Louisville,Virginia,ABC,1.95,2.92,ACC
2016,,,Regular Season,Penn State,Purdue,ABC,1.95,2.92,ACC
2016,,,Regular Season,Miami,Notre Dame,NBC,1.7,2.634,ACC
2016,,,Regular Season,West Virginia,Oklahoma State,FOX,1.3,1.963,Big 12
2016,,,Regular Season,College Gameday,Live from Utah,ESPN,,1.772,
2016,,,Regular Season,Tennessee,South Carolina,ESPN2,0.9,1.519,SEC
2016,,,Regular Season,Washington,Utah,FS1,0.9,1.376,Pac-12
2016,,,Regular Season,Washington State,Oregon State,ESPN2,0.5,0.815,Pac-12
2016,,,Regular Season,Kansas,Oklahoma,FS1,0.4,0.636,Big 12
2016,,,Regular Season,Texas Tech,TCU,ESPN2,0.3,0.505,Big 12
2016,,,Regular Season,Stanford,Arizona,FS1,0.2,0.37,Pac-12
2016,,,Regular Season,Maryland,Indiana,ESPNU,,0.236,Big Ten
2016,,,Regular Season,New Mexico State,Texas A&M,ESPNU,,0.193,Sun Belt
2016,,,Regular Season,UCF,Houston,ESPNU,,0.192,American
2016,,,Regular Season,Miami,Virginia Tech,ESPN,,1.4,ACC
2016,,,Regular Season,Brigham Young,Boise State,ESPN,,0.986,Ind.
2016,,,Regular Season,Troy,South Alabama,ESPNU,,0.165,Sun Belt
2016,,,Regular Season,Oregon,California,ESPN,,1.516,Pac-12
2016,,,Regular Season,South Florida,Temple,ESPN,,1.3,American
2016,,,Regular Season,San Jose State,San Diego State,ESPNU,,0.199,MWC
2016,,,Regular Season,Texas A&M,Alabama,CBS,5,8.455,SEC
2016,,,Regular Season,Ohio State,Penn State,ABC,3.9,6.478,Big Ten
2016,,,Regular Season,Wisconsin,Iowa,ESPN,2,3.241,Big Ten
2016,,,Regular Season,TCU,West Virginia,ABC,1.9,3.183,Big 12
2016,,,Regular Season,Purdue,Nebraska,ABC,1.9,3.183,Big Ten
2016,,,Regular Season,Ole Miss,LSU,ESPN,1.6,2.669,SEC
2016,,,Regular Season,Louisville,NC State,ABC,1.6,2.372,ACC
2016,,,Regular Season,Oklahoma,Texas Tech,FOX,1.4,2.343,Big 12
2016,,,Regular Season,Arkansas,Auburn,ESPN,1.25,2.13,SEC
2016,,,Regular Season,College Gameday,From Alabama,ESPN,,1.813,
2016,,,Regular Season,Utah,UCLA,FOX,0.9,1.368,Pac-12
2016,,,Regular Season,Texas,Kansas State,ESPN2,0.8,1.295,Big 12
2016,,,Regular Season,ESPN Goal Line,ABC reverse mirror,ESPN,0.4,0.631,
2016,,,Regular Season,Houston,SMU,ESPN2,0.3,0.473,American
2016,,,Regular Season,Oklahoma State,Kansas,FS1,0.3,0.454,Big 12
2016,,,Regular Season,Wyoming,Nevada,ESPN2,0.2,0.282,MWC
2016,,,Regular Season,Rutgers,Minnesota,ESPNU,,0.274,Big Ten
2016,,,Regular Season,Tennessee State,Vanderbilt,ESPNU,,0.152,FCS
2016,,,Regular Season,Tulane,Tulsa,ESPNU,,0.069,American
2016,,,Regular Season,Charlotte,Marshall,beIN,,0.042,C-USA
2016,,,Regular Season,Appalachian State,Louisiana,ESPN2,,0.541,Sun Belt
2016,,,Regular Season,Duke,Louisville,ESPN,,1.881,ACC
2016,,,Regular Season,Mississippi State,Brigham Young,ESPN,1,1.475,SEC
2016,,,Regular Season,Memphis,Tulane,ESPNU,,0.185,American
2016,,,Regular Season,Ohio State,Wisconsin,ABC,5.2,8.964,Big Ten
2016,,,Regular Season,Alabama,Tennessee,CBS,3.9,6.582,SEC
2016,,,Regular Season,NC State,Clemson,ABC,3,4.506,ACC
2016,,,Regular Season,North Carolina,Miami (FL),ABC,2.3,3.713,ACC
2016,,,Regular Season,Nebraska,Indiana,ABC,2.3,3.713,ACC
2016,,,Regular Season,Stanford,Notre Dame,NBC,1.8,2.87,Pac-12
2016,,,Regular Season,Ole Miss,Arkansas,ESPN,1.45,2.54,SEC
2016,,,Regular Season,Kansas State,Oklahoma,ESPN,1.2,1.775,Big 12
2016,,,Regular Season,College Gameday,from Wisconsin,ESPN,,1.706,
2016,,,Regular Season,UCLA,Washington State,ESPN,0.9,1.311,Pac-12
2016,,,Regular Season,Wake Forest,Florida State,ESPN,0.6,0.961,ACC
2016,,,Regular Season,USC,Arizona,FOX,0.6,0.871,Pac-12
2016,,,Regular Season,West Virginia,Texas Tech,FS1,0.5,0.834,Big 12
2016,,,Regular Season,Iowa,Purdue,ESPN2,0.4,0.631,Big Ten
2016,,,Regular Season,Tulsa,Houston,ESPN2,0.3,0.454,American
2016,,,Regular Season,Kansas,Baylor,FS1,0.3,0.364,Big 12
2016,,,Regular Season,Colorado State,Boise State,ESPN2,0.2,0.344,MWC
2016,,,Regular Season,Minnesota,Maryland,ESPNU,,0.312,Big Ten
2016,,,Regular Season,Virginia Tech,Syracuse,ESPNU,,0.295,ACC
2016,,,Regular Season,Temple,UCF,ESPNU,,0.1,American
2016,,,Regular Season,UTSA,Rice,beIN,,0.013,C-USA
2016,,,Regular Season,Georgia Southern,Arkansas State,ESPN2,0.3,0.497,Sun Belt
2016,,,Regular Season,Temple,Memphis,ESPN,0.4,0.626,American
2016,,,Regular Season,Clemson,Boston College,ESPN,1,1.659,ACC
2016,,,Regular Season,SMU,Tulsa,ESPN2,,0.41,American
2016,,,Regular Season,Tennessee,Texas A&M,CBS,3.9,6.553,SEC
2016,,,Regular Season,Florida State,Miami,ABC,3.2,5.54,ACC
2016,,,Regular Season,Alabama,Arkansas,ESPN,2.5,4.444,SEC
2016,,,Regular Season,Notre Dame,NC State,ABC,2.4,3.72,Ind.
2016,,,Regular Season,Virginia Tech,North Carolina,ABC,2,3.252,ACC
2016,,,Regular Season,Brigham Young,Michigan State,ABC,2,3.252,ACC
2016,,,Regular Season,Indiana,Ohio State,ESPN,1.9,3.218,Big Ten
2016,,,Regular Season,Texas,Oklahoma,FS1,1.7,2.788,Big 12
2016,,,Regular Season,Auburn,Mississippi State,ESPN,1.2,1.918,SEC
2016,,,Regular Season,College Gameday,from Texas A&M,ESPN,,1.846,
2016,,,Regular Season,Washington,Oregon,FOX,1.1,1.837,Pac-12
2016,,,Regular Season,Washington State,Stanford,ESPN,1.05,1.754,Pac-12
2016,,,Regular Season,Michigan,Rutgers,ESPN2,0.75,1.282,Big Ten
2016,,,Regular Season,Iowa,Minnesota,ESPN2,0.7,1.048,Big Ten
2016,,,Regular Season,UCLA,Arizona State,ESPN2,0.5,0.783,Pac-12
2016,,,Regular Season,Texas Tech,Kansas State,ESPNU,,0.701,Big 12
2016,,,Regular Season,Iowa State,Oklahoma State,ESPNU,,0.659,Big 12
2016,,,Regular Season,Arizona,Utah,FS1,0.2,0.35,Pac-12
2016,,,Regular Season,TCU,Kansas,ESPNU,,0.331,Big 12
2016,,,Regular Season,UConn,Houston,ESPN,0.9,1.421,American
2016,,,Regular Season,Kansas,Texas Tech,FS1,0.3,0.513,Big 12
2016,,,Regular Season,Stanford,Washington,ESPN,2,3.333,Pac-12
2016,,,Regular Season,Toledo,Brigham Young,ESPN2,,0.579,MAC
2016,,,Regular Season,Louisville,Clemson,ABC,5.5,9.294,ACC
2016,,,Regular Season,Wisconsin,Michigan,ABC,4.3,6.851,Big Ten
2016,,,Regular Season,Georgia,Tennessee,CBS,2.5,4.215,SEC
2016,,,Regular Season,Texas,Oklahoma State,ABC,2.4,3.799,Big 12
2016,,,Regular Season,Kentucky,Alabama,ESPN,1.9,3.19,SEC
2016,,,Regular Season,Notre Dame,Syracuse,ESPN,1.4,2.104,Ind.
2016,,,Regular Season,Oklahoma,TCU,FOX,1.3,2.044,Big 12
2016,,,Regular Season,College Gameday,from Clemson,ESPN,,1.828,
2016,,,Regular Season,North Carolina,Florida State,ESPN,1.1,1.743,ACC
2016,,,Regular Season,Arizona State,USC,FOX,0.9,1.459,Pac-12
2016,,,Regular Season,Illinois,Nebraska,ESPN2,0.7,1.146,Big Ten
2016,,,Regular Season,Miami,Georgia Tech,ESPN2,0.7,1.04,ACC
2016,,,Regular Season,Arizona,UCLA,ESPN,0.7,1.027,Pac-12
2016,,,Regular Season,Memphis,Ole Miss,ESPN2,0.3,0.566,American
2016,,,Regular Season,Kansas State,West Virginia,ESPNU,,0.545,Big 12
2016,,,Regular Season,Northwestern,Iowa,ESPNU,,0.539,Big Ten
2016,,,Regular Season,Baylor,Iowa State,FS1,0.3,0.461,Big 12
2016,,,Regular Season,Utah State,Boise State,ESPN2,0.2,0.358,MWC
2016,,,Regular Season,South Florida,Cincinnati,ESPNU,,0.144,American
2016,,,Regular Season,Wyoming,Colorado State,ESPNU,,0.131,MWC
2016,,,Regular Season,Florida Atlantic,FIU,beIN,,0.003,C-USA
2016,,,Regular Season,Clemson,Georgia Tech,ESPN,1.1,1.813,ACC
2016,,,Regular Season,TCU,SMU,ESPN,0.9,1.357,Big 12
2016,,,Regular Season,USC,Utah,FS1,0.7,1.042,Pac-12
2016,,,Regular Season,Florida,Tennessee,CBS,3.3,5.542,SEC
2016,,,Regular Season,LSU,Auburn,ESPN,2.4,4.098,SEC
2016,,,Regular Season,Arkansas,Texas A&M,ESPN,2.3,3.872,SEC
2016,,,Regular Season,Stanford,UCLA,ABC,2.4,3.786,Pac-12
2016,,,Regular Season,Penn State,Michigan,ABC,2.4,3.764,Big Ten
2016,,,Regular Season,Georgia,Ole Miss,ESPN,1.7,2.696,SEC
2016,,,Regular Season,Duke,Notre Dame,NBC,1.7,2.627,ACC
2016,,,Regular Season,Florida State,South Florida,ABC,1.7,2.557,ACC
2016,,,Regular Season,College Gameday,from Tennessee,ESPN,,1.8,
2016,,,Regular Season,Oklahoma State,Baylor,FOX,1.1,1.747,Big 12
2016,,,Regular Season,Brigham Young,West Virginia,ESPN2,0.6,0.952,Ind.
2016,,,Regular Season,Iowa,Rutgers,ESPN2,0.5,0.815,Big Ten
2016,,,Regular Season,California,Arizona State,ESPN2,0.4,0.643,Pac-12
2016,,,Regular Season,Pittsburgh,North Carolina,ESPNU,,0.44,ACC
2016,,,Regular Season,Boise State,Oregon State,FS1,0.2,0.372,MWC
2016,,,Regular Season,Colorado State,Minnesota,ESPNU,,0.319,MWC
2016,,,Regular Season,Houston,Texas State,ESPNU,,0.252,American
2016,,,Regular Season,Air Force,Utah State,ESPNU,,0.109,MWC
2016,,,Regular Season,UCF,FIU,beIN,,0.016,American
2016,,,Regular Season,Houston,Cincinnati,ESPN,,2.159,American
2016,,,Regular Season,Baylor,Rice,ESPN,0.9,1.454,Big 12
2016,,,Regular Season,Arizona State,UTSA,ESPN2,0.4,0.72,Pac-12
2016,,,Regular Season,Alabama,Ole Miss,CBS,5,8.169,SEC
2016,,,Regular Season,Florida State,Louisville,ABC,4,6.216,ACC
2016,,,Regular Season,Ohio State,Oklahoma,FOX,3.4,5.804,Big Ten
2016,,,Regular Season,Michigan State,Notre Dame,NBC,2.9,4.987,Big Ten
2016,,,Regular Season,Oregon,Nebraska,ABC,2.55,4.228,Pac-12
2016,,,Regular Season,USC,Stanford,ABC,1.8,2.877,Pac-12
2016,,,Regular Season,Texas,California,ESPN,1.5,2.447,Big 12
2016,,,Regular Season,Texas A&M,Auburn,ESPN,1.2,2.088,SEC
2016,,,Regular Season,College Gameday,from Louisville,ESPN,,1.957,
2016,,,Regular Season,Mississippi State,LSU,ESPN2,0.7,1.191,SEC
2016,,,Regular Season,Pittsburgh,Oklahoma State,ESPN,0.6,1,ACC
2016,,,Regular Season,NDSU,Iowa,ESPN2,0.6,0.968,FCS
2016,,,Regular Season,Miami,Appalachian State,ESPN,0.6,0.955,ACC
2016,,,Regular Season,UCLA,Brigham Young,ESPN2,0.5,0.764,Pac-12
2016,,,Regular Season,North Texas,Florida,ESPNU,,0.543,C-USA
2016,,,Regular Season,Iowa State,TCU,FS1,0.2,0.28,Big 12
2016,,,Regular Season,Boston College,Virginia Tech,ESPNU,,0.214,ACC
2016,,,Regular Season,Kansas,Memphis,ESPNU,,0.145,Big 12
2016,,,Regular Season,Troy,Southern Mississippi,beIN,,0.023,Sun Belt
2016,,,Regular Season,Louisville,Syracuse,ESPN2,,1.73,ACC
2016,,,Regular Season,Virginia Tech,Tennessee,ABC,3.3,5.79,ACC
2016,,,Regular Season,Tulsa,Ohio State,ABC,2.5,4.016,American
2016,,,Regular Season,UCF,Michigan,ABC,1.9,2.863,American
2016,,,Regular Season,Kentucky,Florida,CBS,1.6,2.517,SEC
2016,,,Regular Season,Arkansas,TCU,ESPN,1.5,2.47,SEC
2016,,,Regular Season,Western Kentucky,Alabama,ESPN2,1.4,2.467,C-USA
2016,,,Regular Season,Nevada,Notre Dame,NBC,1.6,2.451,MWC
2016,,,Regular Season,Penn State,Pittsburgh,ESPN,1.6,2.388,Big Ten
2016,,,Regular Season,College Gameday,from Bristol Motor Speedway,ESPN,,1.861,
2016,,,Regular Season,Brigham Young,Utah,FOX,1,1.693,Ind.
2016,,,Regular Season,Virginia,Oregon,ESPN,1,1.579,ACC
2016,,,Regular Season,South Carolina,Mississippi State,ESPN2,0.8,1.426,SEC
2016,,,Regular Season,Wyoming,Nebraska,ESPN2,0.6,1.126,MWC
2016,,,Regular Season,Texas Tech,Arizona State,FS1,0.4,0.834,Big 12
2016,,,Regular Season,Jacksonville State,LSU,ESPNU,,0.8,FCS
2016,,,Regular Season,Washington State,Boise State,ESPN2,0.4,0.684,Pac-12
2016,,,Regular Season,SMU,Baylor,FS1,0.4,0.668,American
2016,,,Regular Season,Central Michigan,Oklahoma State,FS1,0.3,0.519,MAC
2016,,,Regular Season,NC State,East Carolina,ESPNU,,0.397,ACC
2016,,,Regular Season,Wake Forest,Duke,ESPNU,,0.397,ACC
2016,,,Regular Season,Eastern Michigan,Missouri,ESPNU,,0.38,MAC
2016,,,Regular Season,Morgan State,Marshall,beIN,,0.006,FCS
2016,,,Regular Season,Hawaii,California,ESPN,0.5,0.782,MWC
2016,,,Regular Season,South Carolina,Vanderbilt,ESPN,1.2,1.942,SEC
2016,,,Regular Season,Indiana,FIU,ESPNU,,0.211,Big Ten
2016,,,Regular Season,Kansas State,Stanford,FS1,0.8,1.358,Big 12
2016,,,Regular Season,Colorado State,Colorado,ESPN,0.7,1.073,MWC
2016,,,Regular Season,Toledo,Arkansas State,ESPNU,,0.143,MAC
2016,,,Regular Season,USC,Alabama,ABC,4.6,7.944,Pac-12
2016,,,Regular Season,LSU,Wisconsin,ABC,4.6,7.832,SEC
2016,,,Regular Season,Oklahoma,Houston,ABC,3.5,5.713,Big 12
2016,,,Regular Season,Clemson,Auburn,ESPN,2.6,4.742,ACC
2016,,,Regular Season,Georgia,North Carolina,ESPN,1.9,3.529,SEC
2016,,,Regular Season,UCLA,Texas A&M,CBS,1.9,3.107,Pac-12
2016,,,Regular Season,College Gameday,from Lambeau Field,ESPN,,2.147,
2016,,,Regular Season,Hawaii,Michigan,ESPN,1.3,2.135,WAC
2016,,,Regular Season,Missouri,West Virginia,FS1,0.4,0.786,SEC
2016,,,Regular Season,Brigham Young,Arizona,FS1,0.4,0.728,Ind.
2016,,,Regular Season,Georgia Tech,Boston College,ESPN2,,0.682,ACC
2016,,,Regular Season,Miami (OH),Iowa,ESPNU,,0.418,MAC
2016,,,Regular Season,Southern Mississippi,Kentucky,ESPNU,,0.409,C-USA
2016,,,Regular Season,Western Michigan,Northwestern,ESPNU,,0.16,MAC
2016,,,Regular Season,New Mexico State,UTEP,beIN,,0.013,Sun Belt
2016,,,Regular Season,Notre Dame,Texas,ABC,6.4,10.945,Ind.
2016,,,Regular Season,Ole Miss,Florida State,ESPN,4.8,8.354,SEC
2015,,,Bowl Game,Utah,Brigham Young,ABC,2.2,3.675,Las Vegas Bowl
2015,,,Bowl Game,Ohio,Appalachian State,ESPN,1.2,1.85,Camellia Bowl
2015,,,Bowl Game,Arizona,New Mexico,ESPN,,1.832,New Mexico Bowl
2015,,,Bowl Game,Arkansas State,Louisiana Tech,ESPN,0.9,1.45,New Orleans Bowl
2015,,,Bowl Game,Western Kentucky,South Florida,ESPN,,1.152,Miami Beach Bowl
2015,,,Bowl Game,Toledo,Temple,ESPN,,1.962,Boca Raton Bowl
2015,,,Bowl Game,Akron,Utah State,ESPN,,1.076,Potato Bowl
2015,,,Bowl Game,Georgia Southern,Bowling Green,ESPN,,2.335,GoDaddy Bowl
2015,,,Bowl Game,Boise State,Northern Illinois,ESPN,,1.382,Poinsettia Bowl
2015,,,Bowl Game,Western Michigan,Middle Tennessee,ESPN,,2.141,Bahamas Bowl
2015,,,Bowl Game,San Diego State,Cincinnati,ESPN,,1.636,Hawaii Bowl
2015,,,Bowl Game,Washington State,Miami (FL),CBS,2.9,4.7,Sun Bowl
2015,,,Bowl Game,Nebraska,UCLA,ESPN,,4.046,San Fran Bowl
2015,,,Bowl Game,Duke,Indiana,ABC,2.3,3.77,Pinstripe Bowl
2015,,,Bowl Game,Virginia Tech,Tulsa,ESPN,,3.416,Independence Bowl
2015,,,Bowl Game,Washington,Southern Mississippi,ESPN,,2.617,Heart of Dallas Bowl
2015,,,Bowl Game,Marshall,UConn,ESPN,,2.4,State Petersburg Bowl
2015,,,Bowl Game,Navy,Pitt,ESPN,,2.182,Military Bowl
2015,,,Bowl Game,Minnesota,Central Michigan,ESPN2,,1.486,Quick Lane Bowl
2015,,,Bowl Game,LSU,Texas Tech,ESPN,,4.958,Texas Bowl
2015,,,Bowl Game,Baylor,North Carolina,ESPN,,4.202,Russ. Ath. Bowl
2015,,,Bowl Game,California,Air Force,ESPN,,1.888,Armed Forces Bowl
2015,,,Bowl Game,Louisville,Texas A&M,ESPN,,5.423,Music City Bowl
2015,,,Bowl Game,Wisconsin,USC,ESPN,,4.249,Holiday Bowl
2015,,,Bowl Game,Mississippi State,NC State,ESPN,,3.501,Belk Bowl
2015,,,Bowl Game,Auburn,Memphis,ESPN,,2.412,Birmingham Bowl
2015,,,Bowl Game,Alabama,Michigan State,ESPN,9.6,18.552,Cotton Bowl (semi)
2015,,,Bowl Game,Clemson,Okla.,ESPN,9.1,15.64,Orange Bowl (semi)
2015,,,Bowl Game,Houston,Florida State,ESPN,3.7,5.604,Peach Bowl
2015,,,Bowl Game,Stanford,Iowa,ESPN,7.4,13.552,Rose Bowl
2015,,,Bowl Game,Ohio State,Notre Dame,ESPN,5.6,9.759,Fiesta Bowl
2015,,,Bowl Game,Ole Miss,Oklahoma State,ESPN,5.1,8.94,Sugar Bowl
2015,,,Bowl Game,Michigan,Florida,ABC,5.1,8.761,Citrus Bowl
2015,,,Bowl Game,Northwestern,Tennessee,ESPN2,,2.821,Outback Bowl
2015,,,Bowl Game,TCU,Oregon,ESPN,,7.414,Alamo Bowl
2015,,,Bowl Game,Arkansas,Kansas State,ESPN,,7.049,Liberty Bowl
2015,,,Bowl Game,Georgia,Penn State,ESPN,,5.872,Gator Bowl
2015,,,Bowl Game,West Virginia,Arizona State,ESPN,,3.699,Cactus Bowl
2015,,,Bowl Game,Alabama,Clemson,ESPN Megacast,15,26.182,Nat’l Champ.
2015,,,Regular Season,Army,Navy,CBS,4.5,7.129,
2015,,,Regular Season,Bowling Green,Northern Illinois,ESPN2,0.7,1.034,MAC Champ.
2015,,,Regular Season,Alabama,Florida,CBS,7.8,12.76,SEC Champ.
2015,,,Regular Season,Michigan State,Iowa,FOX,5.7,9.818,Big Ten Champ.
2015,,,Regular Season,Clemson,North Carolina,ABC,4.1,7.919,ACC Champ.
2015,,,Regular Season,Texas,Baylor,ESPN,2.7,3.943,
2015,,,Regular Season,USC,Stanford,ESPN,1.6,2.582,Pac-12 Champ.
2015,,,Regular Season,Houston,Temple,ABC,1.8,2.45,AAC Champ.
2015,,,Regular Season,West Virginia,Kansas State,FS1,,0.62,
2015,,,Regular Season,Southern Mississippi,Western Kentucky,ESPN2,,0.488,C-USA Champ.
2015,,,Regular Season,Air Force,San Diego State,ESPN2,,0.362,MWC Champ.
2015,,,Regular Season,Ohio,Northern Illinois,ESPNU,,0.4,
2015,,,Regular Season,Texas Tech,Texas,FS1,0.6,1.358,
2015,,,Regular Season,South Florida,UCF,ESPN,,0.388,
2015,,,Regular Season,Iowa,Nebraska,ABC,3.9,6.189,
2015,,,Regular Season,Baylor,TCU,ESPN,3.1,5.108,
2015,,,Regular Season,Navy,Houston,ABC,2.1,3.055,
2015,,,Regular Season,Missouri,Arkansas,CBS,1.6,2.39,
2015,,,Regular Season,Washington State,Washington,FOX,1,1.538,
2015,,,Regular Season,Miami (FL),Pittsburgh,ESPN2,,0.801,
2015,,,Regular Season,Oregon State,Oregon,FS1,,0.726,
2015,,,Regular Season,Marshall,Western Kentucky,FS1,,0.168,
2015,,,Regular Season,Tulsa,Tulane,ESPNU,,0.147,
2015,,,Regular Season,UMass,Buffalo,ESPNU,,0.081,
2015,,,Regular Season,Ohio State,Michigan,ABC,6.4,10.83,
2015,,,Regular Season,Alabama,Auburn,CBS,5.3,9.299,
2015,,,Regular Season,Notre Dame,Stanford,FOX,4.3,7.319,
2015,,,Regular Season,Oklahoma,Oklahoma State,ABC,2.8,4.794,
2015,,,Regular Season,Penn State,Michigan State,ESPN,2.5,4.503,
2015,,,Regular Season,Florida State,Florida,ESPN,2.4,4.28,
2015,,,Regular Season,USC,UCLA,ABC,2.6,4.222,
2015,,,Regular Season,North Carolina,NC State,ABC,2.6,4.222,
2015,,,Regular Season,Clemson,South Carolina,ESPN,1.8,2.943,
2015,,,Regular Season,Georgia,Georgia Tech,ESPN2,,1.023,
2015,,,Regular Season,Ole Miss,Mississippi State,ESPN2,,0.93,
2015,,,Regular Season,Iowa State,West Virginia,FS1,,0.471,
2015,,,Regular Season,Virginia Tech,Virginia,ESPNU,,0.454,
2015,,,Regular Season,USC,UCLA,ESPN2,,0.38,
2015,,,Regular Season,North Carolina,NC State,ESPN2,,0.38,
2015,,,Regular Season,Nevada,San Diego State,ESPN2,,0.347,
2015,,,Regular Season,Arizona State,California,FS1,,0.337,
2015,,,Regular Season,UConn,Temple,ESPNU,,0.278,
2015,,,Regular Season,Kansas State,Kansas,FS1,,0.264,
2015,,,Regular Season,Northwestern,Illinois,ESPNU,,0.224,
2015,,,Regular Season,Air Force,New Mexico,ESPNU,,0.196,
2015,,,Regular Season,SMU,Memphis,ESPNEWS,,0.077,
2015,,,Regular Season,Toledo,Bowling Green,ESPN2,,0.527,
2015,,,Regular Season,Ball State,Ohio,ESPNU,,0.101,
2015,,,Regular Season,Western Michigan,Northern Illinois,ESPN2,,0.63,
2015,,,Regular Season,Central Michigan,Kent State,ESPNU,,0.106,
2015,,,Regular Season,East Carolina,UCF,ESPN,,0.669,
2015,,,Regular Season,Louisiana-Monroe,Texas State,ESPNU,,0.084,
2015,,,Regular Season,Air Force,Boise State,ESPN2,0.6,0.966,
2015,,,Regular Season,Michigan State,Ohio State,ABC,6.6,11.052,
2015,,,Regular Season,Michigan,Penn State,ABC,3.9,6.11,
2015,,,Regular Season,Baylor,Oklahoma State,FOX,2.6,4.277,
2015,,,Regular Season,TCU,Oklahoma,ABC,2.4,3.856,
2015,,,Regular Season,LSU,Ole Miss,CBS,2,3.163,
2015,,,Regular Season,North Carolina,Virginia Tech,ESPN,1.3,2.086,
2015,,,Regular Season,Mississippi State,Arkansas,ESPN,1.3,2.082,
2015,,,Regular Season,Boston College,Notre Dame,NBCSN,1.1,1.986,
2015,,,Regular Season,California,Stanford,ESPN,1.2,1.917,
2015,,,Regular Season,USC,Oregon,ESPN,1.1,1.66,
2015,,,Regular Season,Tennessee,Missouri,ESPN2,0.8,1.348,
2015,,,Regular Season,Purdue,Iowa,ESPN2,0.7,1.218,
2015,,,Regular Season,Georgia Southern,Georgia,ESPNU,0.5,0.954,
2015,,,Regular Season,UCLA,Utah,FOX,0.6,0.845,
2015,,,Regular Season,Wake Forest,Clemson,ESPN2,0.5,0.78,
2015,,,Regular Season,Colorado,Washington State,ESPN2,0.3,0.489,
2015,,,Regular Season,Arizona,Arizona State,FS1,0.2,0.393,
2015,,,Regular Season,Houston,UConn,ESPNU,0.2,0.373,
2015,,,Regular Season,Iowa State,Kansas State,FS1,0.2,0.363,
2015,,,Regular Season,Memphis,Temple,ESPNU,0.2,0.279,
2015,,,Regular Season,Illinois,Minnesota,ESPNEWS,,0.269,
2015,,,Regular Season,Louisville,Pittsburgh,ESPNEWS,,0.237,
2015,,,Regular Season,Yale,Harvard,NBCSN,0.1,0.106,
2015,,,Regular Season,Tulane,SMU,ESPNEWS,,0.056,
2015,,,Regular Season,Toledo,Central Michigan,ESPN2,,0.561,
2015,,,Regular Season,Kent State,Ohio,ESPNU,,0.146,
2015,,,Regular Season,Bowling Green,Western Michigan,ESPN2,,0.665,
2015,,,Regular Season,Northern Illinois,Buffalo,ESPNU,,0.191,
2015,,,Regular Season,Virginia Tech,Georgia Tech,ESPN,1,1.527,
2015,,,Regular Season,Louisiana,South Alabama,ESPNU,,0.16,
2015,,,Regular Season,USC,Colorado,ESPN2,0.9,1.374,
2015,,,Regular Season,Oklahoma,Baylor,ABC,3.8,5.884,
2015,,,Regular Season,Alabama,Mississippi State,CBS,3.4,5.403,
2015,,,Regular Season,Michigan,Indiana,ABC,3.3,5.175,
