Year,School,Conference,Division,Wins,Losses,WinningPercentage,ConferenceWins,ConferenceLosses,ConferenceWinningPercentage,PointsScoredPerGame,PointsAgainstPerGame,SimpleRatingSystem,StrengthofSchedule,APPreseasonRank,APHighRank,APFinalRank,Notes
2012,Illinois,Big Ten ,Leaders,2,10,0.167,0,8,0,16.7,32.1,-10.35,2.56,,,,
2012,Nebraska,Big Ten ,Legends,10,4,0.714,7,1,0.875,34.8,27.6,9.79,4.22,17,14,25,
2012,Michigan,Big Ten ,Legends,8,5,0.615,6,2,0.75,29.8,19.8,10.01,3.85,8,8,24,
2012,Northwestern,Big Ten ,Legends,10,3,0.769,5,3,0.625,31.7,22.5,8.97,0.97,,17,17,
2012,Michigan State,Big Ten ,Legends,7,6,0.538,3,5,0.375,20,16.3,6.21,3.75,13,10,,
2012,Minnesota,Big Ten ,Legends,6,7,0.462,2,6,0.25,22.1,24.7,-3.25,0.13,,,,
2012,Iowa,Big Ten ,Legends,4,8,0.333,2,6,0.25,19.3,22.9,-2.62,1.63,,,,
2012,UCF,C-USA ,East,10,4,0.714,7,1,0.875,35.4,22.1,6.65,-3.78,,,,
2012,East Carolina,C-USA ,East,8,5,0.615,7,1,0.875,31.5,31.6,-4.23,-4.92,,,,
2012,Marshall,C-USA ,East,5,7,0.417,4,4,0.5,40.9,43.1,-6.04,-4.87,,,,
2012,Memphis,C-USA ,East,4,8,0.333,4,4,0.5,24.4,30.3,-11.09,-5.34,,,,
2012,UAB,C-USA ,East,3,9,0.25,2,6,0.25,28.3,37.5,-11.66,-3.07,,,,
2012,Southern Mississippi,C-USA ,East,0,12,0,0,8,0,19.7,37.8,-18.04,-1.29,,,,
2012,Tulsa,C-USA ,West,11,3,0.786,7,1,0.875,34.7,23.6,6.24,-2.34,,,,
2012,SMU,C-USA ,West,7,6,0.538,5,3,0.625,31,25.7,1.64,-1.59,,,,
2012,Rice,C-USA ,West,7,6,0.538,4,4,0.5,31.8,30.5,-3.52,-4.83,,,,
2012,Houston,C-USA ,West,5,7,0.417,4,4,0.5,32.4,36,-5.54,-3.54,,,,
2012,UTEP,C-USA ,West,3,9,0.25,2,6,0.25,21.2,29.8,-9.29,-1.46,,,,
2012,Tulane,C-USA ,West,2,10,0.167,2,6,0.25,21.4,38.4,-14.23,-1.81,,,,
2012,Notre Dame,Independent,,12,1,0.923,0,0,,25.8,12.8,16.98,6.14,,1,4,record adjusted to 0-1-0 by NCAA
2012,Brigham Young,Independent,,8,5,0.615,0,0,,28.7,14,8.77,-0.61,,25,,
2012,Navy,Independent,,8,5,0.615,0,0,,25,25.7,-1.76,-2.61,,,,
2012,Army,Independent,,2,10,0.167,0,0,,24.3,35.3,-14.23,-4.23,,,,
2012,Kent State,MAC ,East,11,3,0.786,8,0,1,33.1,24.5,2.75,-6.39,,18,,
2012,Bowling Green,MAC ,East,8,5,0.615,6,2,0.75,22.9,16.8,-0.27,-6.11,,,,
2012,Ohio,MAC ,East,9,4,0.692,4,4,0.5,31.7,24.8,-2.75,-8.06,,23,,
2012,Buffalo,MAC ,East,4,8,0.333,3,5,0.375,21.3,28.5,-8.78,-3.36,,,,
2012,Miami (OH),MAC ,East,4,8,0.333,3,5,0.375,23.3,34.9,-11.7,-3.45,,,,
2012,UMass,MAC ,East,1,11,0.083,1,7,0.125,12.7,40.2,-20.97,-3.55,,,,
2012,Akron,MAC ,East,1,11,0.083,0,8,0,26.1,35.7,-15.31,-4.31,,,,
2012,Northern Illinois,MAC ,West,12,2,0.857,8,0,1,38.6,19.9,4.64,-7.5,,16,22,
2012,Ball State,MAC ,West,9,4,0.692,6,2,0.75,33.6,32,-1.6,-3.52,,,,
2012,Toledo,MAC ,West,9,4,0.692,6,2,0.75,31.5,28.4,-0.18,-4.18,,23,,
2012,Central Michigan,MAC ,West,7,6,0.538,4,4,0.5,28.8,32.4,-7.91,-6.76,,,,
2012,Western Michigan,MAC ,West,4,8,0.333,2,6,0.25,29.3,29.7,-9.54,-7.04,,,,
2012,Eastern Michigan,MAC ,West,2,10,0.167,1,7,0.125,21.3,37.6,-16.61,-3.45,,,,
2012,Boise State,Mountain West,,11,2,0.846,7,1,0.875,30.2,15.8,7.85,-5.08,24,18,18,
2012,Fresno State,Mountain West,,9,4,0.692,7,1,0.875,37.9,23.8,6.33,-3.51,,,,
2012,San Diego State,Mountain West,,9,4,0.692,7,1,0.875,32.8,24.4,2.69,-4.46,,,,
2012,Air Force,Mountain West,,6,7,0.462,5,3,0.625,27.4,29,-7.35,-6.35,,,,
2012,Nevada,Mountain West,,7,6,0.538,4,4,0.5,37.8,33.8,-3.6,-4.76,,,,
2012,Colorado State,Mountain West,,4,8,0.333,3,5,0.375,21.2,30.3,-12.54,-4.21,,,,
2012,Wyoming,Mountain West,,4,8,0.333,3,5,0.375,26.8,33.4,-10.78,-4.53,,,,
2012,UNLV,Mountain West,,2,11,0.154,2,6,0.25,22,32.6,-14.57,-4.42,,,,
2012,New Mexico,Mountain West,,4,9,0.308,1,7,0.125,25.8,30.2,-9.91,-5.76,,,,
2012,Hawaii,Mountain West,,3,9,0.25,1,7,0.125,21.2,35.7,-13.75,-3.66,,,,
2012,Stanford,Pac-12 ,North,12,2,0.857,8,1,0.889,27.9,17.2,15.58,6.58,21,7,7,
2012,Oregon,Pac-12 ,North,12,1,0.923,8,1,0.889,49.6,21.6,23.43,4.05,5,1,2,
2012,Oregon State,Pac-12 ,North,9,4,0.692,6,3,0.667,32.5,20.6,12.14,6.06,,7,20,
2012,Washington,Pac-12 ,North,7,6,0.538,5,4,0.556,24,24.2,4.9,4.75,,23,,
2012,California,Pac-12 ,North,3,9,0.25,2,7,0.222,23,33.1,-0.65,6.1,,,,
2012,Washington State,Pac-12 ,North,3,9,0.25,1,8,0.111,20.4,33.7,-6.89,3.36,,,,
2012,UCLA,Pac-12 ,South,9,5,0.643,6,3,0.667,34.4,27.6,8.75,4.75,,15,,
2012,Arizona State,Pac-12 ,South,8,5,0.615,5,4,0.556,38.4,24.3,9,1.77,,,,
2012,USC,Pac-12 ,South,7,6,0.538,5,4,0.556,32.1,24.3,10.53,5.76,1,1,,
2012,Arizona,Pac-12 ,South,8,5,0.615,4,5,0.444,38.2,35.3,9.38,5.15,,22,,
2012,Utah,Pac-12 ,South,5,7,0.417,3,6,0.333,26.7,25.1,2.51,3.09,,,,
2012,Colorado,Pac-12 ,South,1,11,0.083,1,8,0.111,17.8,46,-12.66,4.51,,,,
2012,Georgia,SEC ,East,12,2,0.857,7,1,0.875,37.8,19.6,17.93,4.21,6,3,5,
2012,Florida,SEC ,East,11,2,0.846,7,1,0.875,26.5,14.5,17.35,6.82,23,3,9,
2012,South Carolina,SEC ,East,11,2,0.846,6,2,0.75,31.5,18.2,15.97,4.51,9,3,8,
2012,Vanderbilt,SEC ,East,9,4,0.692,5,3,0.625,30,18.7,9.88,2.26,,23,23,
2012,Missouri,SEC ,East,5,7,0.417,2,6,0.25,25.8,28.4,5.54,9.12,,,,
2012,Tennessee,SEC ,East,5,7,0.417,1,7,0.125,36.2,35.7,4.07,4.82,,23,,
2012,Kentucky,SEC ,East,2,10,0.167,0,8,0,17.9,31,-5.29,5.79,,,,
2012,Alabama,SEC ,West,13,1,0.929,7,1,0.875,38.7,10.9,24.51,5.51,2,1,1,
2012,Texas A&M,SEC ,West,11,2,0.846,6,2,0.75,44.5,21.8,20.05,5.13,,5,5,
2012,LSU,SEC ,West,10,3,0.769,6,2,0.75,29.8,17.5,14.76,5.45,3,2,14,
2012,Mississippi State,SEC ,West,8,5,0.615,4,4,0.5,29.5,23.3,6.15,2.99,,13,,
2012,Ole Miss,SEC ,West,7,6,0.538,3,5,0.375,31.5,27.6,8.43,5.2,,,,record adjusted to 0-6-0 by NCAA
2012,Arkansas,SEC ,West,4,8,0.333,2,6,0.25,23.5,30.4,2.4,6.4,10,8,,
2012,Auburn,SEC ,West,3,9,0.25,0,8,0,18.7,28.3,-0.92,6.91,,,,
2012,Arkansas State,Sun Belt,,10,3,0.769,7,1,0.875,34.9,24.5,4.94,-2.22,,,,
2012,Louisiana,Sun Belt,,9,4,0.692,6,2,0.75,35.5,28.1,3.45,-3.63,,,,record adjusted to 5-4-0 by NCAA
2012,Louisiana-Monroe,Sun Belt,,8,5,0.615,6,2,0.75,33.8,29.2,-0.03,-3.27,,,,
2012,Middle Tennessee,Sun Belt,,8,4,0.667,6,2,0.75,26.6,28,-2.45,-4.95,,,,
2012,Western Kentucky,Sun Belt,,7,6,0.538,4,4,0.5,28.2,25.5,-1.5,-3.73,,,,
2012,Troy,Sun Belt,,5,7,0.417,3,5,0.375,30.6,30.5,-3.45,-3.45,,,,
2012,North Texas,Sun Belt,,4,8,0.333,3,5,0.375,20.9,27.8,-8.41,-1.24,,,,
2012,Florida Atlantic,Sun Belt,,3,9,0.25,2,6,0.25,20.5,30.8,-9.83,-1.08,,,,
2012,FIU,Sun Belt,,3,9,0.25,2,6,0.25,25,31.7,-9.1,-2.27,,,,
2012,South Alabama,Sun Belt,,2,11,0.154,1,7,0.125,18.5,29.5,-15.26,-4.26,,,,
2012,Utah State,WAC,,11,2,0.846,6,0,1,34.9,15.4,10.71,-4.68,,16,16,
2012,San Jose State,WAC,,11,2,0.846,5,1,0.833,34.8,21.3,7.9,-3.02,,21,21,
2012,Louisiana Tech,WAC,,9,3,0.75,4,2,0.667,51.5,38.5,6.33,-4.26,,19,,
2012,UTSA,WAC,,8,4,0.667,3,3,0.5,31.2,28.8,-7.49,-8.83,,,,
2012,Texas State,WAC,,4,8,0.333,2,4,0.333,28.6,33.5,-8.03,-4.19,,,,
2012,Idaho,WAC,,1,11,0.083,1,5,0.167,15.8,42.4,-17.38,-0.79,,,,
2012,New Mexico State,WAC,,1,11,0.083,0,6,0,18.7,39.4,-19,-3.25,,,,
2013,Florida State,ACC ,Atlantic,14,0,1,8,0,1,51.6,12.1,23.36,1.29,11,1,1,
2013,Clemson,ACC ,Atlantic,11,2,0.846,7,1,0.875,40.2,22.2,14.98,3.06,8,3,8,
2013,Boston College,ACC ,Atlantic,7,6,0.538,4,4,0.5,27.7,28.9,1.28,2.2,,,,
2013,Syracuse,ACC ,Atlantic,7,6,0.538,4,4,0.5,22.7,25.4,2.81,2.88,,,,
2013,Maryland,ACC ,Atlantic,7,6,0.538,3,5,0.375,26.2,25.3,0.64,-0.97,,25,,
2013,Wake Forest,ACC ,Atlantic,4,8,0.333,2,6,0.25,18.3,24.1,0,2.17,,,,
2013,NC State,ACC ,Atlantic,3,9,0.25,0,8,0,22.8,30.2,-5.66,1.59,,,,
2013,Duke,ACC ,Coastal,10,4,0.714,6,2,0.75,32.8,26.6,7.86,2.36,,20,23,
2013,Miami (FL),ACC ,Coastal,9,4,0.692,5,3,0.625,33.8,26.8,6.59,2.51,,7,,
2013,Virginia Tech,ACC ,Coastal,8,5,0.615,5,3,0.625,22.5,19.3,6.41,4.49,,16,,
2013,Georgia Tech,ACC ,Coastal,7,6,0.538,5,3,0.625,35.1,22.8,7.21,3.67,,,,
2013,North Carolina,ACC ,Coastal,7,6,0.538,4,4,0.5,32.7,24.5,6.22,1.91,,,,
2013,Pittsburgh,ACC ,Coastal,7,6,0.538,3,5,0.375,26.3,27.2,3.72,3.49,,,,
2013,Virginia,ACC ,Coastal,2,10,0.167,0,8,0,19.8,33.3,-4.94,6.06,,,,
2013,UCF,American,,12,1,0.923,8,0,1,34.6,21.3,8.42,-2.96,,10,10,
2013,Louisville,American,,12,1,0.923,7,1,0.875,35.2,12.2,9.99,-5.85,9,7,15,
2013,Cincinnati,American,,9,4,0.692,6,2,0.75,32.1,21,0.41,-6.9,,,,
2013,Houston,American,,8,5,0.615,5,3,0.625,33.2,21.8,4.93,-1.92,,,,
2013,SMU,American,,5,7,0.417,4,4,0.5,26.8,33.3,-7.44,-2.44,,,,
2013,Rutgers,American,,6,7,0.462,3,5,0.375,26.5,29.8,-5.68,-3.37,,,,
2013,UConn,American,,3,9,0.25,3,5,0.375,20.6,30.3,-11.97,-2.97,,,,
2013,South Florida,American,,2,10,0.167,2,6,0.25,13.8,28.6,-13.56,-0.47,,,,
2013,Memphis,American,,3,9,0.25,1,7,0.125,19.5,24.6,-7.41,-2.66,,,,
2013,Temple,American,,2,10,0.167,1,7,0.125,24.9,29.8,-10.3,-3.8,,,,
2013,Baylor,Big 12,,11,2,0.846,8,1,0.889,52.4,23.5,16.87,1.87,,3,13,
2013,Oklahoma,Big 12,,11,2,0.846,7,2,0.778,32.8,22.1,13.19,4.12,16,6,6,
2013,Oklahoma State,Big 12,,10,3,0.769,7,2,0.778,39.1,21.6,16.83,3.76,13,6,17,
2013,Texas,Big 12,,8,5,0.615,7,2,0.778,29.3,25.8,7.45,5.45,15,15,,
2013,Kansas State,Big 12,,8,5,0.615,5,4,0.556,33.2,22.9,10.01,1.09,,,,
2013,Texas Tech,Big 12,,8,5,0.615,4,5,0.444,35.8,30.5,5.32,2.71,,10,,
2013,TCU,Big 12,,4,8,0.333,2,7,0.222,25.1,25.3,1.94,3.85,20,20,,
2013,West Virginia,Big 12,,4,8,0.333,2,7,0.222,26.3,33.3,-3.74,2.1,,,,
2013,Iowa State,Big 12,,3,9,0.25,2,7,0.222,24.8,36,-3.57,3.34,,,,
2013,Kansas,Big 12,,3,9,0.25,1,8,0.111,15.3,31.8,-8.58,2.84,,,,
2013,Ohio State,Big Ten ,Leaders,12,2,0.857,8,0,1,45.5,22.6,15.65,1.43,2,2,12,
2013,Wisconsin,Big Ten ,Leaders,9,4,0.692,6,2,0.75,34.8,16.3,14.2,2.28,23,14,22,
2013,Penn State,Big Ten ,Leaders,7,5,0.583,4,4,0.5,28.7,26.2,3.4,1.07,,,,
2013,Indiana,Big Ten ,Leaders,5,7,0.417,3,5,0.375,38.4,38.8,4.41,4.74,,,,
2013,Illinois,Big Ten ,Leaders,4,8,0.333,1,7,0.125,29.7,35.4,-3.86,1.98,,,,
2013,Purdue,Big Ten ,Leaders,1,11,0.083,0,8,0,14.9,38,-12.43,4.98,,,,
2013,Michigan State,Big Ten ,Legends,13,1,0.929,8,0,1,29.4,13.2,14.74,0.67,,3,3,
2013,Iowa,Big Ten ,Legends,8,5,0.615,5,3,0.625,26.3,18.9,7.31,2.31,,,,
2013,Nebraska,Big Ten ,Legends,9,4,0.692,5,3,0.625,31.9,24.8,5.22,0.45,18,18,,
2013,Minnesota,Big Ten ,Legends,8,5,0.615,4,4,0.5,25.7,22.2,5.27,1.35,,,,
2013,Michigan,Big Ten ,Legends,7,6,0.538,3,5,0.375,32.2,26.8,5.53,3.3,17,11,,
2013,Northwestern,Big Ten ,Legends,5,7,0.417,1,7,0.125,26.2,27.1,1.2,2.03,22,16,,
2013,Marshall,C-USA ,East,10,4,0.714,7,1,0.875,42.1,22.9,3.07,-8.21,,,,
2013,East Carolina,C-USA ,East,10,3,0.769,6,2,0.75,40.2,24.8,4.3,-7.17,,,,
2013,Middle Tennessee,C-USA ,East,8,5,0.615,6,2,0.75,29,26.2,-3.71,-5.63,,,,
2013,Florida Atlantic,C-USA ,East,6,6,0.5,4,4,0.5,26.4,22.3,-3.53,-5.62,,,,
2013,UAB,C-USA ,East,2,10,0.167,1,7,0.125,26.3,43.8,-15.82,-3.74,,,,
2013,FIU,C-USA ,East,1,11,0.083,1,7,0.125,9.8,37,-23.53,-5.53,,,,
2013,Southern Mississippi,C-USA ,East,1,11,0.083,1,7,0.125,17.1,41.9,-21.13,-4.55,,,,
2013,Rice,C-USA ,West,10,4,0.714,7,1,0.875,29.6,24.4,0.15,-4.78,,,,
2013,North Texas,C-USA ,West,9,4,0.692,6,2,0.75,31.8,17.8,3.05,-6.95,,,,
2013,UTSA,C-USA ,West,7,5,0.583,6,2,0.75,25.6,26.3,-3.01,-3.18,,,,
2013,Tulane,C-USA ,West,7,6,0.538,5,3,0.625,24.8,21.4,-3.22,-5.22,,,,
2013,Louisiana Tech,C-USA ,West,4,8,0.333,3,5,0.375,19.2,26.3,-15.66,-9.91,,,,
2013,Tulsa,C-USA ,West,3,9,0.25,2,6,0.25,21.1,33.9,-11.77,-1.27,,,,
2013,UTEP,C-USA ,West,2,10,0.167,1,7,0.125,21.8,39.3,-18.17,-6.5,,,,
2013,Notre Dame,Independent,,9,4,0.692,2,0,1,27.2,22.4,9.5,4.5,14,14,20,record adjusted to 0-4-0 by NCAA
2013,New Mexico State,Independent,,2,10,0.167,1,0,1,20.9,44.6,-19.36,-3.77,,,,
2013,Navy,Independent,,9,4,0.692,1,1,0.5,33.5,24.4,4.26,-2.89,,,,
2013,Brigham Young,Independent,,8,5,0.615,0,1,0,30.2,22.1,10.23,3.77,,,,
2013,Army,Independent,,3,9,0.25,0,1,0,24.4,31.6,-12.36,-5.27,,,,
2013,Idaho,Independent,,1,11,0.083,0,1,0,18.2,46.8,-19.3,-1.3,,,,
2013,Bowling Green,MAC ,East,10,4,0.714,7,1,0.875,34.8,15.9,4.89,-7.18,,,,
2013,Buffalo,MAC ,East,8,5,0.615,6,2,0.75,30.3,24.4,-1.48,-7.33,,,,
2013,Ohio,MAC ,East,7,6,0.538,4,4,0.5,27.4,27.5,-5.77,-6.85,,,,
2013,Akron,MAC ,East,5,7,0.417,4,4,0.5,20.2,28.6,-9.86,-4.28,,,,
2013,Kent State,MAC ,East,4,8,0.333,3,5,0.375,20.8,26.9,-9.6,-4.02,,,,
2013,UMass,MAC ,East,1,11,0.083,1,7,0.125,11.7,33,-20.4,-3.82,,,,
2013,Miami (OH),MAC ,East,0,12,0,0,8,0,9.8,35.7,-23.48,-4.65,,,,
2013,Northern Illinois,MAC ,West,12,2,0.857,8,0,1,39.6,25.1,3.56,-8.51,,16,,
2013,Ball State,MAC ,West,10,3,0.769,7,1,0.875,38.5,24.7,2.29,-9.55,,,,
2013,Central Michigan,MAC ,West,6,6,0.5,5,3,0.625,23.3,28.6,-11.97,-8.72,,,,
2013,Toledo,MAC ,West,7,5,0.583,5,3,0.625,33,28.6,-0.03,-3.36,,,,
2013,Eastern Michigan,MAC ,West,2,10,0.167,1,7,0.125,18.8,45.2,-22.84,-4.75,,,,
2013,Western Michigan,MAC ,West,1,11,0.083,1,7,0.125,17.2,35.4,-19.16,-4.33,,,,
2013,Utah State,Mountain West ,Mountain,9,5,0.643,7,1,0.875,31.8,17.1,6.7,-2.02,,,,
2013,Boise State,Mountain West ,Mountain,8,5,0.615,6,2,0.75,37.5,24.8,3.88,-2.89,19,19,,
2013,Colorado State,Mountain West ,Mountain,8,6,0.571,5,3,0.625,36.2,29.8,-0.23,-4.81,,,,
2013,Wyoming,Mountain West ,Mountain,5,7,0.417,3,5,0.375,31.3,36.7,-9.36,-5.61,,,,
2013,New Mexico,Mountain West ,Mountain,3,9,0.25,1,7,0.125,32.8,42.8,-14.1,-4.52,,,,
2013,Air Force,Mountain West ,Mountain,2,10,0.167,0,8,0,24.7,40,-14.88,-3.22,,,,
2013,Fresno State,Mountain West ,West,11,2,0.846,7,1,0.875,43.4,30.3,5.04,-5.04,,15,,
2013,San Diego State,Mountain West ,West,8,5,0.615,6,2,0.75,29.8,31.7,-4.68,-4.14,,,,
2013,UNLV,Mountain West ,West,7,6,0.538,5,3,0.625,29.9,31.8,-3.9,-3.52,,,,
2013,San Jose State,Mountain West ,West,6,6,0.5,5,3,0.625,32.4,35.1,-3.28,-0.62,,,,
2013,Nevada,Mountain West ,West,4,8,0.333,3,5,0.375,26.9,34.4,-3.6,0.57,,,,
2013,Hawaii,Mountain West ,West,1,11,0.083,0,8,0,27.4,38.8,-11.13,0.04,,,,
2013,Stanford,Pac-12 ,North,11,3,0.786,7,2,0.778,32.3,19,18.96,8.74,4,4,11,
2013,Oregon,Pac-12 ,North,11,2,0.846,7,2,0.778,45.5,20.5,21.27,5.03,3,2,9,
2013,Washington,Pac-12 ,North,9,4,0.692,5,4,0.556,37.9,22.8,15.12,6.58,,15,25,
2013,Oregon State,Pac-12 ,North,7,6,0.538,4,5,0.444,34.8,31.4,8.11,4.72,25,25,,
2013,Washington State,Pac-12 ,North,6,7,0.462,4,5,0.444,31,32.5,5.09,6.94,,,,
2013,California,Pac-12 ,North,1,11,0.083,0,9,0,23,45.9,-8.58,9.34,,,,
2013,Arizona State,Pac-12 ,South,10,4,0.714,8,1,0.889,39.7,26.6,17.5,9.21,,11,21,
2013,UCLA,Pac-12 ,South,10,3,0.769,6,3,0.667,36.9,23.2,17.1,6.48,21,9,16,
2013,USC,Pac-12 ,South,10,4,0.714,6,3,0.667,29.7,21.2,13.72,6.22,24,19,19,
2013,Arizona,Pac-12 ,South,8,5,0.615,4,5,0.444,33.5,24.2,12.6,5.07,,,,
2013,Utah,Pac-12 ,South,5,7,0.417,2,7,0.222,29.2,28,6.96,9.55,,,,
2013,Colorado,Pac-12 ,South,4,8,0.333,1,8,0.111,25.4,38.3,-1.99,6.18,,,,
2013,Missouri,SEC ,East,12,2,0.857,7,1,0.875,39.1,23.1,19.97,6.4,,5,5,
2013,South Carolina,SEC ,East,11,2,0.846,6,2,0.75,34.1,20.3,16.06,6.29,6,4,4,
2013,Georgia,SEC ,East,8,5,0.615,5,3,0.625,36.7,29,12.82,7.59,5,5,,
2013,Vanderbilt,SEC ,East,9,4,0.692,4,4,0.5,30.1,24.6,8.01,2.47,,24,24,
2013,Florida,SEC ,East,4,8,0.333,3,5,0.375,18.8,21.1,4.67,7.17,10,10,,
2013,Tennessee,SEC ,East,5,7,0.417,2,6,0.25,23.8,29,4.29,8.37,,,,
2013,Kentucky,SEC ,East,2,10,0.167,0,8,0,20.5,31.2,-3.51,5.41,,,,
2013,Auburn,SEC ,West,12,2,0.857,7,1,0.875,39.5,24.7,18.8,7.88,,2,2,
2013,Alabama,SEC ,West,11,2,0.846,7,1,0.875,38.2,13.9,20.06,3.76,1,1,7,
2013,LSU,SEC ,West,10,3,0.769,5,3,0.625,35.8,22,14.59,4.28,12,6,14,
2013,Texas A&M,SEC ,West,9,4,0.692,4,4,0.5,44.2,32.2,13.38,5.07,7,6,18,
2013,Ole Miss,SEC ,West,8,5,0.615,3,5,0.375,30,23.7,10.42,5.89,,21,,record adjusted to 1-5-0 by NCAA
2013,Mississippi State,SEC ,West,7,6,0.538,3,5,0.375,27.7,23,7.72,6.95,,,,
2013,Arkansas,SEC ,West,3,9,0.25,0,8,0,20.7,30.8,-1.32,5.18,,,,
2013,Arkansas State,Sun Belt,,8,5,0.615,5,2,0.714,29.2,26.2,-1.86,-3.71,,,,
2013,Louisiana,Sun Belt,,9,4,0.692,5,2,0.714,33.8,26.5,-2.01,-6.63,,,,record adjusted to 1-4-0 by NCAA
2013,Western Kentucky,Sun Belt,,8,4,0.667,4,3,0.571,30.8,24.6,-0.52,-5.94,,,,
2013,Louisiana-Monroe,Sun Belt,,6,6,0.5,4,3,0.571,22.3,30.2,-6.81,-2.56,,,,
2013,South Alabama,Sun Belt,,6,6,0.5,4,3,0.571,29.4,25.2,-2.44,-5.52,,,,
2013,Troy,Sun Belt,,6,6,0.5,4,3,0.571,34.1,35.9,-5.33,-4.08,,,,
2013,Texas State,Sun Belt,,6,6,0.5,2,5,0.286,23.9,27.3,-10.53,-8.2,,,,
2013,Georgia State,Sun Belt,,0,12,0,0,7,0,18.8,36.7,-20.2,-4.78,,,,
2014,Florida State,ACC ,Atlantic,13,1,0.929,8,0,1,33.7,25.6,14.48,5.13,1,1,5,
2014,Clemson,ACC ,Atlantic,10,3,0.769,6,2,0.75,30.8,16.7,11.63,2.86,16,15,15,
2014,Louisville,ACC ,Atlantic,9,4,0.692,5,3,0.625,31.2,21.8,10.52,3.22,,20,24,
2014,Boston College,ACC ,Atlantic,7,6,0.538,4,4,0.5,26.2,21.3,6.04,2.35,,,,
2014,NC State,ACC ,Atlantic,8,5,0.615,3,5,0.375,30.2,27,4.17,1.25,,,,
2014,Syracuse,ACC ,Atlantic,3,9,0.25,1,7,0.125,17.1,24.3,-4.84,3,,,,
2014,Wake Forest,ACC ,Atlantic,3,9,0.25,1,7,0.125,14.8,26.4,-7.64,1.61,,,,
2014,Georgia Tech,ACC ,Coastal,11,3,0.786,6,2,0.75,37.9,25.7,15.92,4.78,,8,8,
2014,Duke,ACC ,Coastal,9,4,0.692,5,3,0.625,32.4,21.8,6.64,-0.82,,19,,
2014,North Carolina,ACC ,Coastal,6,7,0.462,4,4,0.5,33.2,39,0.14,4.29,23,21,,
2014,Pittsburgh,ACC ,Coastal,6,7,0.462,4,4,0.5,31.8,26.3,2.74,0.97,,,,
2014,Virginia Tech,ACC ,Coastal,7,6,0.538,3,5,0.375,24.1,20.2,6.71,3.32,,17,,
2014,Miami (FL),ACC ,Coastal,6,7,0.462,3,5,0.375,29.2,24.3,8.04,4.65,,,,
2014,Virginia,ACC ,Coastal,5,7,0.417,3,5,0.375,25.8,24.1,4.83,4.5,,,,
2014,Memphis,American,,10,3,0.769,7,1,0.875,36.2,19.5,7.22,-4.25,,25,25,
2014,Cincinnati,American,,9,4,0.692,7,1,0.875,34,27.2,2.42,-2.2,,,,
2014,UCF,American,,9,4,0.692,7,1,0.875,28.1,19.2,1.98,-4.95,,,,
2014,East Carolina,American,,8,5,0.615,5,3,0.625,35.8,25.8,2.35,-4.96,,18,,
2014,Houston,American,,8,5,0.615,5,3,0.625,29.8,20.6,0.85,-6.22,,,,
2014,Temple,American,,6,6,0.5,4,4,0.5,23.1,17.5,-2.23,-3.9,,,,
2014,South Florida,American,,4,8,0.333,3,5,0.375,17.2,27,-10.9,-2.73,,,,
2014,Tulane,American,,3,9,0.25,2,6,0.25,16,28.4,-11.38,-0.8,,,,
2014,Tulsa,American,,2,10,0.167,2,6,0.25,24.7,39.3,-15.23,-2.56,,,,
2014,UConn,American,,2,10,0.167,1,7,0.125,15.5,29.8,-15.72,-3.64,,,,
2014,SMU,American,,1,11,0.083,1,7,0.125,11.1,41.3,-18.17,0.41,,,,
2014,TCU,Big 12,,12,1,0.923,8,1,0.889,46.5,19,18.96,1.57,,3,3,
2014,Baylor,Big 12,,11,2,0.846,8,1,0.889,48.2,25.5,14.97,0.59,10,4,7,
2014,Kansas State,Big 12,,9,4,0.692,7,2,0.778,35.8,23.2,12.73,3.66,20,9,18,
2014,Oklahoma,Big 12,,8,5,0.615,5,4,0.556,36.4,25.9,10.21,3.9,4,4,,
2014,West Virginia,Big 12,,7,6,0.538,5,4,0.556,33.5,27.6,8.07,4.45,,20,,
2014,Texas,Big 12,,6,7,0.462,5,4,0.556,21.4,23.8,3.98,5.29,,,,
2014,Oklahoma State,Big 12,,7,6,0.538,4,5,0.444,27.6,31.2,1.1,3.49,,15,,
2014,Texas Tech,Big 12,,4,8,0.333,2,7,0.222,30.5,41.3,-3.56,4.11,,,,
2014,Kansas,Big 12,,3,9,0.25,1,8,0.111,17.8,33.3,-6.86,3.48,,,,
2014,Iowa State,Big 12,,2,10,0.167,0,9,0,23.2,38.8,-8.64,3.52,,,,
2014,Ohio State,Big Ten ,East,14,1,0.933,8,0,1,44.8,22,20.44,5.17,5,1,1,
2014,Michigan State,Big Ten ,East,11,2,0.846,7,1,0.875,43,21.5,16.07,1.68,8,5,5,
2014,Maryland,Big Ten ,East,7,6,0.538,4,4,0.5,28.5,30.2,1.58,3.12,,,,
2014,Rutgers,Big Ten ,East,8,5,0.615,3,5,0.375,26.7,30.2,3.19,2.5,,,,
2014,Michigan,Big Ten ,East,5,7,0.417,3,5,0.375,20.9,22.4,1.82,3.65,,,,
2014,Penn State,Big Ten ,East,7,6,0.538,2,6,0.25,20.6,18.6,2.46,1.54,,,,
2014,Indiana,Big Ten ,East,4,8,0.333,1,7,0.125,25.1,32.8,-5.32,1.43,,,,
2014,Wisconsin,Big Ten ,West,11,3,0.786,7,1,0.875,34.6,20.8,12.7,1.91,14,11,13,
